-4.285714286	-140.30837
-6.607142857	-164.9779736
-8.035714286	-183.4801762
-8.214285714	-192.7312775
-9.285714286	-192.7312775
-9.464285714	-177.3127753
-9.285714286	-158.8105727
-8.928571429	-143.3920705
-8.035714286	-124.8898678
-5.178571429	-69.38325991
-4.107142857	-41.62995595
-3.035714286	-26.21145374
-2.321428571	-10.79295154
-1.428571429	4.625550661
1.785714286	72.46696035
5.535714286	127.9735683
8.75	171.1453744
9.821428571	174.2290749
9.821428571	155.7268722
9.285714286	140.30837
8.571428571	127.9735683
8.035714286	112.5550661
7.142857143	97.13656388
5.714285714	78.63436123
3.392857143	41.62995595
1.785714286	16.96035242
0.178571429	-16.96035242
-2.321428571	-81.71806167
-2.857142857	-94.05286344
-6.428571429	-149.5594714
-7.678571429	-168.061674
-8.75	-180.3964758
-9.821428571	-192.7312775
-10.17857143	-195.814978
-10.89285714	-195.814978
-10.89285714	-161.8942731
-9.821428571	-140.30837
-8.571428571	-115.6387665
-6.964285714	-87.88546256
-5.892857143	-60.13215859
-4.285714286	-35.46255507
-2.321428571	-1.54185022
-1.428571429	13.87665198
0.892857143	63.21585903
7.142857143	140.30837
10.35714286	177.3127753
11.42857143	180.3964758
11.60714286	168.061674
11.60714286	155.7268722
10.53571429	131.0572687
8.928571429	103.3039648
7.678571429	87.88546256
5.357142857	57.04845815
3.928571429	35.46255507
2.857142857	20.04405286
1.428571429	-1.54185022
0.714285714	-13.87665198
-4.107142857	-94.05286344
-7.142857143	-137.2246696
-8.392857143	-155.7268722
-10	-174.2290749
-10.89285714	-189.6475771
-11.78571429	-195.814978
-12.32142857	-198.8986784
-12.5	-174.2290749
-12.32142857	-158.8105727
-11.78571429	-146.4757709
-10.53571429	-121.8061674
-8.75	-87.88546256
-5.535714286	-41.62995595
-2.857142857	1.54185022
-1.428571429	23.1277533
-0.535714286	35.46255507
1.964285714	66.29955947
3.571428571	84.80176211
5.714285714	106.3876652
8.214285714	134.1409692
10.71428571	168.061674
11.96428571	177.3127753
13.03571429	183.4801762
13.21428571	174.2290749
13.21428571	155.7268722
12.32142857	131.0572687
9.642857143	94.05286344
5.892857143	50.88105727
3.928571429	23.1277533
1.785714286	-1.54185022
0.892857143	-16.96035242
-3.571428571	-75.55066079
-6.964285714	-118.722467
-7.857142857	-131.0572687
-10	-158.8105727
-11.25	-174.2290749
-11.78571429	-186.5638767
-13.03571429	-198.8986784
-13.75	-201.9823789
-14.10714286	-201.9823789
-14.10714286	-168.061674
-13.92857143	-155.7268722
-12.14285714	-124.8898678
-8.928571429	-69.38325991
-6.964285714	-41.62995595
-4.821428571	-10.79295154
-3.035714286	7.709251101
-2.142857143	20.04405286
-0.535714286	41.62995595
2.857142857	78.63436123
10	146.4757709
13.03571429	177.3127753
14.10714286	183.4801762
14.64285714	186.5638767
14.64285714	155.7268722
14.46428571	146.4757709
12.85714286	121.8061674
11.07142857	100.2202643
8.392857143	63.21585903
3.75	13.87665198
2.5	-4.625550661
-0.714285714	-38.54625551
-4.285714286	-78.63436123
-6.428571429	-103.3039648
-10.71428571	-152.6431718
-11.96428571	-168.061674
-13.57142857	-186.5638767
-14.82142857	-198.8986784
-15.35714286	-198.8986784
-15.89285714	-198.8986784
-15.89285714	-161.8942731
-15	-146.4757709
-13.57142857	-124.8898678
-10.53571429	-75.55066079
-7.142857143	-29.29515419
-5	-1.54185022
-3.392857143	13.87665198
-2.142857143	26.21145374
-1.25	35.46255507
2.321428571	72.46696035
6.785714286	112.5550661
9.821428571	137.2246696
11.60714286	152.6431718
12.67857143	164.9779736
14.46428571	180.3964758
15.53571429	186.5638767
16.60714286	189.6475771
16.42857143	158.8105727
15.89285714	143.3920705
14.64285714	124.8898678
9.464285714	63.21585903
6.25	23.1277533
3.928571429	1.54185022
1.428571429	-23.1277533
0.535714286	-35.46255507
-5.357142857	-81.71806167
-6.25	-94.05286344
-10.89285714	-143.3920705
-13.21428571	-171.1453744
-14.82142857	-183.4801762
-15.89285714	-192.7312775
-16.78571429	-195.814978
-17.67857143	-195.814978
-17.67857143	-174.2290749
-17.67857143	-158.8105727
-16.42857143	-134.1409692
-14.10714286	-100.2202643
-12.32142857	-72.46696035
-9.285714286	-35.46255507
-7.321428571	-16.96035242
-5.535714286	1.54185022
-4.107142857	16.96035242
-2.678571429	29.29515419
-1.25	38.54625551
5.357142857	94.05286344
10.71428571	134.1409692
12.32142857	149.5594714
14.28571429	164.9779736
15.71428571	174.2290749
17.14285714	183.4801762
17.85714286	189.6475771
18.57142857	186.5638767
18.57142857	161.8942731
18.03571429	149.5594714
16.96428571	131.0572687
10.89285714	57.04845815
8.214285714	32.37885463
4.107142857	-4.625550661
1.964285714	-26.21145374
-7.857142857	-100.2202643
-9.821428571	-118.722467
-12.85714286	-143.3920705
-15	-161.8942731
-15.89285714	-174.2290749
-16.96428571	-180.3964758
-17.67857143	-183.4801762
-18.03571429	-186.5638767
-19.28571429	-186.5638767
-19.28571429	-164.9779736
-19.28571429	-149.5594714
-17.5	-124.8898678
-16.42857143	-106.3876652
-14.82142857	-81.71806167
-12.67857143	-57.04845815
-10.89285714	-38.54625551
-8.75	-16.96035242
-6.428571429	4.625550661
-5	13.87665198
4.285714286	90.969163
13.03571429	143.3920705
14.82142857	158.8105727
16.07142857	168.061674
18.03571429	177.3127753
19.10714286	183.4801762
20	186.5638767
20.17857143	177.3127753
20.17857143	161.8942731
19.82142857	152.6431718
18.57142857	127.9735683
15.17857143	87.88546256
10.71428571	41.62995595
7.142857143	4.625550661
3.035714286	-26.21145374
1.25	-35.46255507
-6.785714286	-87.88546256
-8.214285714	-97.13656388
-10.35714286	-109.4713656
-12.67857143	-127.9735683
-15.89285714	-152.6431718
-18.39285714	-168.061674
-19.28571429	-174.2290749
-19.82142857	-177.3127753
-20.35714286	-177.3127753
-20.89285714	-177.3127753
-21.25	-168.061674
-21.07142857	-149.5594714
-19.28571429	-118.722467
-18.21428571	-100.2202643
-15.17857143	-66.29955947
-11.96428571	-32.37885463
-10.35714286	-16.96035242
-7.321428571	4.625550661
-5.714285714	13.87665198
-3.928571429	26.21145374
1.607142857	60.13215859
8.571428571	109.4713656
11.07142857	121.8061674
15.17857143	149.5594714
16.96428571	158.8105727
18.21428571	164.9779736
19.10714286	174.2290749
20	174.2290749
20.17857143	168.061674
20.17857143	152.6431718
19.28571429	137.2246696
15.71428571	90.969163
12.85714286	57.04845815
8.75	20.04405286
5.178571429	-13.87665198
-4.464285714	-69.38325991
-10.17857143	-100.2202643
-12.32142857	-109.4713656
-14.28571429	-121.8061674
-17.14285714	-137.2246696
-18.57142857	-146.4757709
-19.64285714	-155.7268722
-21.07142857	-155.7268722
-21.07142857	-109.4713656
-20.17857143	-90.969163
-18.92857143	-72.46696035
-15.71428571	-38.54625551
-12.67857143	-13.87665198
-10	4.625550661
-7.857142857	16.96035242
-5.714285714	26.21145374
-4.107142857	32.37885463
-3.214285714	35.46255507
